anyo,fecha_exportacion,evaluacion,alumno,ensenanza,curso,contenido,bloque_contenido,nota_numerica,tipo_nota,observacion,capacidades_inf,medidas_inf,borrar,sobreescribir
2021,19/10/2023 16:17:54,FI,10407066,5,2712312846,028501, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,10407066,5,2712312846,028503, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,10412300,5,2712312846,028502, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10412300,5,2712312846,028100, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10412300,5,2712312846,028501, ,5,146988215, , , ,N,N
2021,19/10/2023 16:17:54,FI,10412300,5,2712312846,028503, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10412300,5,2712312846,028505, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10412300,5,2712312846,028504, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10412769,5,2712312846,028502, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10412769,5,2712312846,028100, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,FI,10412769,5,2712312846,028501, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10412769,5,2712312846,028503, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,FI,10412769,5,2712312846,028505, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10412769,5,2712312846,028504, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10423487,5,2712312846,028502, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,FI,10423487,5,2712312846,028100, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,FI,10423487,5,2712312846,028501, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10423487,5,2712312846,028503, ,10,398840516, , , ,N,N
2021,19/10/2023 16:17:54,FI,10423487,5,2712312846,028001, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10423487,5,2712312846,028505, ,10,398840516,Enhorabuena Sonia!, , ,N,N
2021,19/10/2023 16:17:54,FI,10423487,5,2712312846,028504, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10431262,5,2712312846,028502, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10431262,5,2712312846,028501, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10431262,5,2712312846,028503, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10431262,5,2712312846,028505, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10471018,5,2712312846,028502, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10471018,5,2712312846,028100, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10471018,5,2712312846,028501, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10471018,5,2712312846,028503, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10471018,5,2712312846,028505, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10471018,5,2712312846,028504, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10485206,5,2712312846,028502, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,10485206,5,2712312846,028100, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,10485206,5,2712312846,028501, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,10485206,5,2712312846,028503, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,10485206,5,2712312846,028001, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,10485206,5,2712312846,028505, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,10485206,5,2712312846,028504, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,10491190,5,2712312846,028505, ,0,146988218, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,FI,10491190,5,2712312846,028100, ,0,146988218, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,FI,10500772,5,2712312846,028503, ,6,146988243, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,FI,10514539,5,2712312846,028502, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10514539,5,2712312846,028100, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,10514539,5,2712312846,028501, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10514539,5,2712312846,028503, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10514539,5,2712312846,028001, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,10514539,5,2712312846,028505, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,10514539,5,2712312846,028504, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10572727,5,2712312846,028502, ,5,146988215, , , ,N,N
2021,19/10/2023 16:17:54,FI,10572727,5,2712312846,028100, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,10572727,5,2712312846,028501, ,3,146988241, , , ,N,N
2021,19/10/2023 16:17:54,FI,10572727,5,2712312846,028503, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,10572727,5,2712312846,028001, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,FI,10572727,5,2712312846,028505, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,10572727,5,2712312846,028504, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10599316,5,2712312846,028502, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,FI,10599316,5,2712312846,028100, ,5,146988215, , , ,N,N
2021,19/10/2023 16:17:54,FI,10599316,5,2712312846,028501, ,2,146988240, , , ,N,N
2021,19/10/2023 16:17:54,FI,10599316,5,2712312846,028503, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,FI,10599316,5,2712312846,028001, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,10599316,5,2712312846,028505, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,FI,10599316,5,2712312846,028504, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,FI,10599520,5,2712312846,028502, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10599520,5,2712312846,028100, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10599520,5,2712312846,028501, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,10599520,5,2712312846,028503, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10599520,5,2712312846,028001, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10599520,5,2712312846,028505, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10599520,5,2712312846,028504, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10624665,5,2712312846,028502, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10624665,5,2712312846,028100, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10624665,5,2712312846,028501, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10624665,5,2712312846,028503, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10624665,5,2712312846,028001, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10624665,5,2712312846,028505, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10624665,5,2712312846,028504, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10629927,5,2712312846,028502, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10629927,5,2712312846,028100, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,10629927,5,2712312846,028501, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10629927,5,2712312846,028503, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10629927,5,2712312846,028001, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10629927,5,2712312846,028505, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10629927,5,2712312846,028504, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10634546,5,2712312846,028502, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10634546,5,2712312846,028100, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10634546,5,2712312846,028501, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10634546,5,2712312846,028503, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10634546,5,2712312846,028001, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10634546,5,2712312846,028505, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10634546,5,2712312846,028504, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10641372,5,2712312846,028502, ,5,146988215, , , ,N,N
2021,19/10/2023 16:17:54,FI,10641372,5,2712312846,028100, ,5,146988215, , , ,N,N
2021,19/10/2023 16:17:54,FI,10641372,5,2712312846,028501, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,FI,10641372,5,2712312846,028503, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,10641372,5,2712312846,028001, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,10641372,5,2712312846,028505, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,10641372,5,2712312846,028504, ,3,146988241, , , ,N,N
2021,19/10/2023 16:17:54,FI,10648273,5,2712312846,028502, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10648273,5,2712312846,028100, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10648273,5,2712312846,028501, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,FI,10648273,5,2712312846,028503, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10648273,5,2712312846,028001, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10648273,5,2712312846,028505, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,10648273,5,2712312846,028504, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,10654244,5,2712312846,028502, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10687004,5,2712312846,028502, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10687004,5,2712312846,028100, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10687004,5,2712312846,028501, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10687004,5,2712312846,028503, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10687004,5,2712312846,028001, ,5,146988215, , , ,N,N
2021,19/10/2023 16:17:54,FI,10687004,5,2712312846,028505, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10687004,5,2712312846,028504, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10687170,5,2712312846,028502, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10687170,5,2712312846,028100, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,10687170,5,2712312846,028501, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10687170,5,2712312846,028503, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10687170,5,2712312846,028001, ,5,146988215, , , ,N,N
2021,19/10/2023 16:17:54,FI,10687170,5,2712312846,028505, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,10687170,5,2712312846,028504, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10691218,5,2712312846,028502, ,3,146988241, , , ,N,N
2021,19/10/2023 16:17:54,FI,10691218,5,2712312846,028504, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,FI,10694824,5,2712312846,028502, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,FI,10694824,5,2712312846,028100, ,10,398840516, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,FI,10694824,5,2712312846,028501, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10694824,5,2712312846,028503, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10694824,5,2712312846,028001, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10694824,5,2712312846,028505, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10694824,5,2712312846,028504, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10696669,5,2712312846,028502, ,3,146988241, , , ,N,N
2021,19/10/2023 16:17:54,FI,10696669,5,2712312846,028100, ,5,146988215, , , ,N,N
2021,19/10/2023 16:17:54,FI,10696669,5,2712312846,028501, ,2,146988240, , , ,N,N
2021,19/10/2023 16:17:54,FI,10696669,5,2712312846,028503, ,3,146988241, , , ,N,N
2021,19/10/2023 16:17:54,FI,10696669,5,2712312846,028001, ,5,146988215, , , ,N,N
2021,19/10/2023 16:17:54,FI,10696669,5,2712312846,028505, ,2,146988240, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,FI,10696669,5,2712312846,028504, ,1,146988239, , , ,N,N
2021,19/10/2023 16:17:54,FI,10700718,5,2712312846,028502, ,10,398840516, , , ,N,N
2021,19/10/2023 16:17:54,FI,10700718,5,2712312846,028100, ,10,398840516, , , ,N,N
2021,19/10/2023 16:17:54,FI,10700718,5,2712312846,028501, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10700718,5,2712312846,028503, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,FI,10700718,5,2712312846,028001, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,FI,10700718,5,2712312846,028505, ,10,398840516, , , ,N,N
2021,19/10/2023 16:17:54,FI,10700718,5,2712312846,028504, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10700862,5,2712312846,028502, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10700862,5,2712312846,028100, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10700862,5,2712312846,028501, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10700862,5,2712312846,028503, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10700862,5,2712312846,028001, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,10700862,5,2712312846,028505, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10700862,5,2712312846,028504, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10723035,5,2712312846,028502, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10723035,5,2712312846,028100, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10723035,5,2712312846,028501, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,FI,10723035,5,2712312846,028503, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,10723035,5,2712312846,028001, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10723035,5,2712312846,028505, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,FI,10723035,5,2712312846,028504, ,3,146988241, , , ,N,N
2021,19/10/2023 16:17:54,FI,10723100,5,2712312846,028502, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10723100,5,2712312846,028100, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10723100,5,2712312846,028501, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10723100,5,2712312846,028503, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10723100,5,2712312846,028001, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10723100,5,2712312846,028505, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10723100,5,2712312846,028504, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10730024,5,2712312846,028505, ,0,146988218, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,FI,10736010,5,2712312846,028502, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10736010,5,2712312846,028100, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10736010,5,2712312846,028501, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10736010,5,2712312846,028503, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10736010,5,2712312846,028001, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10736010,5,2712312846,028505, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10736010,5,2712312846,028504, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10736015,5,2712312846,028502, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10736015,5,2712312846,028100, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10736015,5,2712312846,028501, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10736015,5,2712312846,028503, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10736015,5,2712312846,028001, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10736015,5,2712312846,028505, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10736015,5,2712312846,028504, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10765271,5,2712312846,028502, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,10765271,5,2712312846,028100, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,10765271,5,2712312846,028501, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,10765271,5,2712312846,028503, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,10765271,5,2712312846,028001, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,10765271,5,2712312846,028505, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,10765271,5,2712312846,028504, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,10779229,5,2712312846,028502, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,10779229,5,2712312846,028100, ,3,146988241, , , ,N,N
2021,19/10/2023 16:17:54,FI,10779229,5,2712312846,028501, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,10779229,5,2712312846,028503, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,10779229,5,2712312846,028001, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,10779229,5,2712312846,028505, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,10779229,5,2712312846,028504, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,10811879,5,2712312846,028502, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10811879,5,2712312846,028100, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,10811879,5,2712312846,028501, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,10811879,5,2712312846,028503, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,10811879,5,2712312846,028001, ,5,146988215, , , ,N,N
2021,19/10/2023 16:17:54,FI,10811879,5,2712312846,028505, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,10811879,5,2712312846,028504, ,4,146988242, , , ,N,N
2021,19/10/2023 16:17:54,FI,10839498,5,2712312846,028503, ,0,146988218, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,FI,10933542,5,2712312846,028502, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10933542,5,2712312846,028100, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10933542,5,2712312846,028501, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10933542,5,2712312846,028503, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10933542,5,2712312846,028505, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,10933542,5,2712312846,028504, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10939764,5,2712312846,028502, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10947130,5,2712312846,028502, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,10947130,5,2712312846,028501, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10947130,5,2712312846,028503, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10947130,5,2712312846,028505, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,10947130,5,2712312846,028504, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,10951314,5,2712312846,028502, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,10951314,5,2712312846,028100, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,10951314,5,2712312846,028501, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10951314,5,2712312846,028503, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10951314,5,2712312846,028001, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10951314,5,2712312846,028505, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,10951314,5,2712312846,028504, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,10975152,5,2712312846,028502, ,10,398840516, , , ,N,N
2021,19/10/2023 16:17:54,FI,10975152,5,2712312846,028100, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,FI,10975152,5,2712312846,028501, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,FI,10975152,5,2712312846,028503, ,10,398840516, , , ,N,N
2021,19/10/2023 16:17:54,FI,10975152,5,2712312846,028505, ,10,398840516, , , ,N,N
2021,19/10/2023 16:17:54,FI,10975152,5,2712312846,028504, ,10,398840516, , , ,N,N
2021,19/10/2023 16:17:54,FI,11047935,5,2712312846,028502, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,11047935,5,2712312846,028100, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,11047935,5,2712312846,028501, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,11047935,5,2712312846,028503, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,11047935,5,2712312846,028001, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,11047935,5,2712312846,028505, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,11047935,5,2712312846,028504, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,11058145,5,2712312846,028502, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,11058145,5,2712312846,028100, ,5,146988215, , , ,N,N
2021,19/10/2023 16:17:54,FI,11058145,5,2712312846,028501, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,11058145,5,2712312846,028503, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,11058145,5,2712312846,028505, ,5,146988215, , , ,N,N
2021,19/10/2023 16:17:54,FI,11058145,5,2712312846,028504, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,11142063,5,2712312846,028502, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,11142063,5,2712312846,028100, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,11142063,5,2712312846,028501, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,11142063,5,2712312846,028503, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,11142063,5,2712312846,028001, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,11142063,5,2712312846,028505, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,11142063,5,2712312846,028504, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,11179260,5,2712312846,028502, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,11179260,5,2712312846,028100, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,FI,11179260,5,2712312846,028501, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,11179260,5,2712312846,028503, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,11179260,5,2712312846,028505, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,11179260,5,2712312846,028504, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,11226309,5,2712312846,028502, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,11226309,5,2712312846,028100, ,0,146988218, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,FI,11226309,5,2712312846,028501, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,11226309,5,2712312846,028503, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,11226309,5,2712312846,028505, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,11226309,5,2712312846,028504, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,11231034,5,2712312846,028505, ,5,146988215, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,FI,11231034,5,2712312846,028001, ,9,146988217, ,No hay datos guardados,No hay datos guardados,N,N
2021,19/10/2023 16:17:54,FI,11305812,5,2712312846,028502, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,11305812,5,2712312846,028100, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,11305812,5,2712312846,028501, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,11305812,5,2712312846,028503, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,11305812,5,2712312846,028001, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,11305812,5,2712312846,028505, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,11305812,5,2712312846,028504, ,0,146988218, , , ,N,N
2021,19/10/2023 16:17:54,FI,11306294,5,2712312846,028502, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,11306294,5,2712312846,028100, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,FI,11306294,5,2712312846,028501, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,11306294,5,2712312846,028503, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,11306294,5,2712312846,028001, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,11306294,5,2712312846,028505, ,6,146988243, , , ,N,N
2021,19/10/2023 16:17:54,FI,11306294,5,2712312846,028504, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,11312735,5,2712312846,028504, ,10,146988216, , , ,N,N
2021,19/10/2023 16:17:54,FI,11312735,5,2712312846,028503, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,11312795,5,2712312846,028504, ,9,146988217, , , ,N,N
2021,19/10/2023 16:17:54,FI,11312795,5,2712312846,028100, ,7,360492991, , , ,N,N
2021,19/10/2023 16:17:54,FI,11312795,5,2712312846,028501, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,11312795,5,2712312846,028503, ,8,146988244, , , ,N,N
2021,19/10/2023 16:17:54,FI,11312795,5,2712312846,028505, ,9,146988217, , , ,N,N
